id,rank,overallRating,firstName,lastName,commonName,birthdate,height,skillMoves,weakFootAbility,preferredFoot,leagueName,weight,avatarUrl,shieldUrl,alternatePositions/0,playerAbilities/0/id,playerAbilities/0/label,playerAbilities/0/description,playerAbilities/0/imageUrl,playerAbilities/0/type/id,playerAbilities/0/type/label,playerAbilities/1/id,playerAbilities/1/label,playerAbilities/1/description,playerAbilities/1/imageUrl,playerAbilities/1/type/id,playerAbilities/1/type/label,playerAbilities/2/id,playerAbilities/2/label,playerAbilities/2/description,playerAbilities/2/imageUrl,playerAbilities/2/type/id,playerAbilities/2/type/label,playerAbilities/3/id,playerAbilities/3/label,playerAbilities/3/description,playerAbilities/3/imageUrl,playerAbilities/3/type/id,playerAbilities/3/type/label,playerAbilities/4/id,playerAbilities/4/label,playerAbilities/4/description,playerAbilities/4/imageUrl,playerAbilities/4/type/id,playerAbilities/4/type/label,playerAbilities/5/id,playerAbilities/5/label,playerAbilities/5/description,playerAbilities/5/imageUrl,playerAbilities/5/type/id,playerAbilities/5/type/label,playerAbilities/6/id,playerAbilities/6/label,playerAbilities/6/description,playerAbilities/6/imageUrl,playerAbilities/6/type/id,playerAbilities/6/type/label,gender/id,gender/label,nationality/id,nationality/label,nationality/imageUrl,team/id,team/label,team/imageUrl,team/isPopular,position/id,position/shortLabel,position/label,position/positionType/id,position/positionType/name,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/aggression/value,stats/aggression/diff,stats/balance/value,stats/balance/diff,stats/ballControl/value,stats/ballControl/diff,stats/composure/value,stats/composure/diff,stats/crossing/value,stats/crossing/diff,stats/curve/value,stats/curve/diff,stats/def/value,stats/def/diff,stats/defensiveAwareness/value,stats/defensiveAwareness/diff,stats/dri/value,stats/dri/diff,stats/dribbling/value,stats/dribbling/diff,stats/finishing/value,stats/finishing/diff,stats/freeKickAccuracy/value,stats/freeKickAccuracy/diff,stats/gkDiving/value,stats/gkDiving/diff,stats/gkHandling/value,stats/gkHandling/diff,stats/gkKicking/value,stats/gkKicking/diff,stats/gkPositioning/value,stats/gkPositioning/diff,stats/gkReflexes/value,stats/gkReflexes/diff,stats/headingAccuracy/value,stats/headingAccuracy/diff,stats/interceptions/value,stats/interceptions/diff,stats/longPassing/value,stats/longPassing/diff,stats/longShots/value,stats/longShots/diff,stats/pac/value,stats/pac/diff,stats/pas/value,stats/pas/diff,stats/penalties/value,stats/penalties/diff,stats/phy/value,stats/phy/diff,stats/positioning/value,stats/positioning/diff,stats/reactions/value,stats/reactions/diff,stats/sho/value,stats/sho/diff,stats/shortPassing/value,stats/shortPassing/diff,stats/shotPower/value,stats/shotPower/diff,stats/slidingTackle/value,stats/slidingTackle/diff,stats/sprintSpeed/value,stats/sprintSpeed/diff,stats/standingTackle/value,stats/standingTackle/diff,stats/vision/value,stats/vision/diff,stats/volleys/value,stats/volleys/diff,alternatePositions/0/id,alternatePositions/0/label,alternatePositions/0/shortLabel,alternatePositions/1/id,alternatePositions/1/label,alternatePositions/1/shortLabel,alternatePositions/2/id,alternatePositions/2/label,alternatePositions/2/shortLabel,team
266866,324,82,Éderson José,dos Santos,Éderson,7/7/1999 12:00:00 AM,182,3,3,1,Serie A Enilive,86,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p266866.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/266866.png?width=265,,trait1_16,Precision Header,Performs headers with increased accuracy and power.,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait1_65536,Intercept,Increased reach and possession retention in interceptions,https://drop-assets.ea.com/images/5ysv7Iw8jDHl7sp1JXqIa7/d34004fed8c95bde083dcf8257391a70/Intercept.png,playStyle,Play Style,trait1_131072,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png,playStyle,Play Style,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,0,Men's Football,54,Brazil,https://drop-assets.ea.com/images/1zdNn1R9tRlfQ3lsbAOecD/a606f742789b6306363383a6e20dd003/f_54.png,115845,Bergamo Calcio,https://drop-assets.ea.com/images/19gWEcyonp2fvk02MNHZOA/83b82283fc62f7010b529a53a0724eee/l115845.png,false,14,CM,Center Midfielder,midfielder,Midfielder,78,0,69,0,80,0,89,0,77,0,80,0,66,0,84,0,84,0,70,0,65,0,80,0,80,0,80,0,81,0,72,0,50,0,14,0,10,0,12,0,13,0,13,0,65,0,83,0,82,0,70,0,78,0,77,0,57,0,81,0,74,0,80,0,72,0,84,0,78,0,75,0,78,0,84,0,80,0,59,0,,,,,,,,,,
208333,325,82,Emre,Can,,1/12/1994 12:00:00 AM,186,3,4,1,Bundesliga,86,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p208333.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/208333.png?width=265,,trait1_512,Pinged Pass,Faster ground passes without affecting receiver's trapping,https://drop-assets.ea.com/images/1mXBWIBgJSpYoIa1C4r5FX/7220e78a4049530f4e9fa642b1656fa4/Pinged_Pass.png,playStyle,Play Style,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait1_262144,Slide Tackle,Stops ball at feet during slide tackles,https://drop-assets.ea.com/images/7mI1lrxE0pv9iJfQFki9OA/8c1ecac325f923e049be72231c8c968a/Slide_Tackle.png,playStyle,Play Style,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,icontrait1_268435456,Bruiser+,Even greater strength in physical tackles,https://drop-assets.ea.com/images/6bmh6DEgcusgxP72p2dudl/700d6fffd8b2e792e6cd7fd02fb88314/Bruiser_.png,playStylePlus,Play Style Plus,,,,,,,,,,,,,0,Men's Football,21,Germany,https://drop-assets.ea.com/images/6IIMMGk0Uj1rcZ6DSHTpLL/93f95b602dc62594104f418c8f80ebb3/f_21.png,22,Borussia Dortmund,https://drop-assets.ea.com/images/TmqxUZk2FrbFXOK1kdE89/3dce225926ac7cfd9f283ecd731fa710/l22.png,false,5,CB,Center Back,defense,Defense,67,0,65,0,81,0,76,0,86,0,91,0,72,0,75,0,83,0,63,0,77,0,82,0,79,0,74,0,73,0,71,0,64,0,14,0,8,0,8,0,13,0,11,0,82,0,78,0,74,0,78,0,77,0,72,0,85,0,84,0,70,0,79,0,76,0,77,0,85,0,85,0,85,0,86,0,69,0,69,0,10,Center Defensive Midfielder,CDM,14,Center Midfielder,CM,,,,
243245,327,82,Orkun,Kökçü,,12/29/2000 12:00:00 AM,175,3,5,1,Trendyol Süper Lig,72,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p243245.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/243245.png?width=265,,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_4,Power Shot,Faster power shots with increased speed,https://drop-assets.ea.com/images/3ohVoKWSsvT44qgjabWqfV/e536ef26ad854c3c4cbf63ed7954b9cd/Power_Shot.png,playStyle,Play Style,trait1_8,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",https://drop-assets.ea.com/images/1razu2wcM3XA82VvB7NyUm/eec6b07080e49d6bf2d7a7951a22375f/Dead_Ball.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,0,Men's Football,48,Turkey,https://drop-assets.ea.com/images/501PnaP87pzjR8dKEQ20OT/7f0fd5c896b732a094222cbf0560b4c2/f_48.png,327,Beşiktaş,https://drop-assets.ea.com/images/Sx4dfrxgLrl3y1lm5Wj8p/fe2d92ed674ea49ea5ee3ac8d9842897/l327.png,false,14,CM,Center Midfielder,midfielder,Midfielder,75,0,79,0,67,0,88,0,75,0,82,0,77,0,83,0,81,0,81,0,82,0,70,0,73,0,80,0,78,0,78,0,82,0,9,0,6,0,10,0,6,0,12,0,41,0,74,0,85,0,85,0,72,0,84,0,81,0,79,0,80,0,80,0,80,0,84,0,83,0,69,0,69,0,74,0,85,0,72,0,18,Center Attacking Midfielder,CAM,10,Center Defensive Midfielder,CDM,,,,
243576,328,82,Pedro Antonio,Porro Sauceda,Pedro Porro,9/13/1999 12:00:00 AM,173,3,3,1,Premier League,69,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p243576.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/243576.png?width=265,,trait1_4,Power Shot,Faster power shots with increased speed,https://drop-assets.ea.com/images/3ohVoKWSsvT44qgjabWqfV/e536ef26ad854c3c4cbf63ed7954b9cd/Power_Shot.png,playStyle,Play Style,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait1_2048,Tiki Taka,Accurate first-time Ground Passes,https://drop-assets.ea.com/images/2tvHC5JQ2sXrN8wUTJWLEA/94b0f6a78d1a9e1348a33c9772f23afd/Tiki_Taka.png,playStyle,Play Style,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,trait1_32768,Block,Increased reach and success in blocking,https://drop-assets.ea.com/images/2Rlftzr8lqUdI29suCQVWe/43c6c36e8bd5fa26b88478d4354611a2/Block.png,playStyle,Play Style,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,,,,,,,0,Men's Football,45,Spain,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,18,Spurs,https://drop-assets.ea.com/images/7kUcyCh5xGrzQlcjP2Q9NH/11aba507486f44765ee5938b1b5b097e/l18.png,false,3,RB,Right Back,defense,Defense,78,0,80,0,77,0,91,0,68,0,75,0,71,0,81,0,79,0,87,0,85,0,77,0,76,0,80,0,80,0,68,0,78,0,15,0,7,0,14,0,5,0,7,0,69,0,78,0,78,0,75,0,78,0,81,0,66,0,76,0,76,0,80,0,73,0,80,0,84,0,77,0,78,0,79,0,80,0,64,0,12,Right Midfielder,RM,,,,,,,
229261,330,82,Denis,Zakaria,,11/20/1996 12:00:00 AM,190,3,3,1,Ligue 1 McDonald's,81,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p229261.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/229261.png?width=265,,trait1_16,Precision Header,Performs headers with increased accuracy and power.,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,playStyle,Play Style,trait1_65536,Intercept,Increased reach and possession retention in interceptions,https://drop-assets.ea.com/images/5ysv7Iw8jDHl7sp1JXqIa7/d34004fed8c95bde083dcf8257391a70/Intercept.png,playStyle,Play Style,trait1_131072,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,0,Men's Football,47,Switzerland,https://drop-assets.ea.com/images/4CseD8PxDZqObA1huFIws0/f30914625e329de69ffdd60f3c334a88/f_47.png,69,AS Monaco,https://drop-assets.ea.com/images/6XicH1VsjyR3WbTdpk99p3/8b11b6c53072e6c9c042eb77f3c6a8f4/l69.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,72,0,67,0,89,0,80,0,87,0,87,0,61,0,80,0,82,0,68,0,63,0,80,0,81,0,77,0,78,0,64,0,46,0,12,0,12,0,7,0,13,0,11,0,78,0,79,0,79,0,69,0,80,0,74,0,48,0,85,0,65,0,80,0,67,0,82,0,80,0,78,0,86,0,82,0,74,0,46,0,14,Center Midfielder,CM,,,,,,,
260247,332,82,Morgan,Rogers,,7/26/2002 12:00:00 AM,188,4,4,1,Premier League,80,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p260247.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/260247.png?width=265,,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,trait1_536870912,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,https://drop-assets.ea.com/images/2sNQz8b9dgV0hW8vl7oOvV/d7a503dbd4c73b232055b3ca06aa88eb/Enforcer.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,0,Men's Football,14,England,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,2,Aston Villa,https://drop-assets.ea.com/images/57c0ppYsEA88xL0gxqce8K/99605df97c6a96ea3b6e8a424c217af0/l2.png,false,18,CAM,Center Attacking Midfielder,midfielder,Midfielder,74,0,80,0,79,0,83,0,80,0,70,0,74,0,84,0,85,0,75,0,76,0,67,0,68,0,84,0,86,0,80,0,55,0,7,0,8,0,13,0,11,0,14,0,64,0,68,0,78,0,75,0,77,0,79,0,60,0,79,0,81,0,82,0,77,0,82,0,76,0,49,0,79,0,72,0,83,0,74,0,12,Right Midfielder,RM,16,Left Midfielder,LM,14,Center Midfielder,CM,
230872,334,82,Mile,Svilar,,8/27/1999 12:00:00 AM,189,1,3,1,Serie A Enilive,77,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p230872.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/230872.png?width=250,,trait2_4,Cross Claimer,"Unique punching animations, powerful punches, faster crosses coverage",https://drop-assets.ea.com/images/4Uvgm6UNiSz3say1zZqKDC/51837f53072d5e01063699f6d2b7401a/Cross_Claimer.png,playStyle,Play Style,trait2_8,Rush Out,"Unique reflex saves, better close shot reads, faster rush",https://drop-assets.ea.com/images/4wwnzFkg1zLTAc4QSsXiWO/5fa897cf739a93bddf3556e2323f9b8b/1v1_Close_Down.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Men's Football,51,Serbia,https://drop-assets.ea.com/images/2GKu0zRZkrHdnQe5yZ5cSP/3ef9ea7c2fdd64aba769e1308bf133f0/f_51.png,52,AS Roma,https://drop-assets.ea.com/images/2ruQP0TDYcCmtVFKr9qMBI/5f53795056598b1faac31300900b8671/l52.png,false,0,GK,Goalkeeper,defense,Defense,60,0,66,0,72,0,32,0,61,0,28,0,54,0,28,0,48,0,18,0,23,0,58,0,12,0,85,0,26,0,14,0,22,0,80,0,80,0,77,0,82,0,85,0,22,0,13,0,42,0,18,0,80,0,77,0,37,0,82,0,9,0,79,0,80,0,42,0,58,0,19,0,55,0,24,0,53,0,16,0,,,,,,,,,,
256853,335,82,Malik,Tillman,,5/28/2002 12:00:00 AM,187,4,3,1,Bundesliga,71,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256853.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/256853.png?width=265,,trait1_4,Power Shot,Faster power shots with increased speed,https://drop-assets.ea.com/images/3ohVoKWSsvT44qgjabWqfV/e536ef26ad854c3c4cbf63ed7954b9cd/Power_Shot.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,trait1_4194304,First Touch,"Reduced trapping error, faster dribbling transition",https://drop-assets.ea.com/images/3f727XsoDVLbT49oMk0HBu/2787568be8ccb2d5daa2d18fabacad97/First_Touch.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,95,United States,https://drop-assets.ea.com/images/7ZVadlJQIutRH5P85wr76/c2456a2d76146d19f98c2c3071136dcf/f_95.png,32,Leverkusen,https://drop-assets.ea.com/images/mGqQw1um1ucUAshcK0Eop/9c7fe656f526c98b217ff2a052377b5c/l32.png,false,18,CAM,Center Attacking Midfielder,midfielder,Midfielder,83,0,83,0,88,0,76,0,82,0,62,0,82,0,84,0,78,0,69,0,82,0,65,0,60,0,83,0,83,0,75,0,75,0,9,0,11,0,11,0,12,0,9,0,73,0,66,0,75,0,84,0,84,0,77,0,60,0,77,0,78,0,81,0,76,0,80,0,77,0,59,0,84,0,67,0,79,0,60,0,27,Left Wing,LW,14,Center Midfielder,CM,,,,
210411,336,82,Otávio Edmilson,da Silva Monteiro,Otávio,2/9/1995 12:00:00 AM,171,4,3,1,ROSHN Saudi League,67,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p210411.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/210411.png?width=265,,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_512,Pinged Pass,Faster ground passes without affecting receiver's trapping,https://drop-assets.ea.com/images/1mXBWIBgJSpYoIa1C4r5FX/7220e78a4049530f4e9fa642b1656fa4/Pinged_Pass.png,playStyle,Play Style,trait1_2048,Tiki Taka,Accurate first-time Ground Passes,https://drop-assets.ea.com/images/2tvHC5JQ2sXrN8wUTJWLEA/94b0f6a78d1a9e1348a33c9772f23afd/Tiki_Taka.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,trait1_4194304,First Touch,"Reduced trapping error, faster dribbling transition",https://drop-assets.ea.com/images/3f727XsoDVLbT49oMk0HBu/2787568be8ccb2d5daa2d18fabacad97/First_Touch.png,playStyle,Play Style,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,,,,,,,0,Men's Football,38,Portugal,https://drop-assets.ea.com/images/3CxRD7XqY2NSlZ3628fY4S/abf38470644ee334e6a425b9272f7767/f_38.png,112391,Al Qadsiah,https://drop-assets.ea.com/images/OQhve5ubflu5c5OXWRlUV/4874b82f2bab16f04e6702812ac521a6/l112391.png,false,18,CAM,Center Attacking Midfielder,midfielder,Midfielder,81,0,85,0,76,0,86,0,65,0,87,0,83,0,85,0,81,0,79,0,80,0,70,0,69,0,85,0,86,0,71,0,72,0,11,0,12,0,9,0,10,0,15,0,65,0,66,0,82,0,68,0,78,0,82,0,72,0,75,0,80,0,84,0,71,0,83,0,73,0,65,0,76,0,76,0,85,0,69,0,14,Center Midfielder,CM,12,Right Midfielder,RM,,,,
210602,339,82,Salem,Al Dawsari,,8/19/1991 12:00:00 AM,173,4,5,1,ROSHN Saudi League,71,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p210602.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/210602.png?width=265,,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_32,Acrobatic,"Perform volleys with increased accuracy, acrobatic volley animations",https://drop-assets.ea.com/images/2sRRBHcIe0zrDwYaRI2xG3/d02b8c8855de853470897009e030eb5d/Acrobatic.png,playStyle,Play Style,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,trait1_4194304,First Touch,"Reduced trapping error, faster dribbling transition",https://drop-assets.ea.com/images/3f727XsoDVLbT49oMk0HBu/2787568be8ccb2d5daa2d18fabacad97/First_Touch.png,playStyle,Play Style,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,0,Men's Football,183,Saudi Arabia,https://drop-assets.ea.com/images/5z1KkeGbKQO9YFi6rdpu1i/e22181e422e56b017fe7e84bfcf088c6/f_183.png,605,Al Hilal,https://drop-assets.ea.com/images/S6sbDN9mfGaVn2VJDekYR/c6f580c98a0d614b0b308a89a241c6ab/l605.png,false,16,LM,Left Midfielder,midfielder,Midfielder,88,0,85,0,71,0,90,0,77,0,81,0,89,0,82,0,83,0,71,0,68,0,57,0,65,0,84,0,86,0,75,0,60,0,7,0,12,0,13,0,14,0,10,0,51,0,50,0,72,0,75,0,87,0,75,0,62,0,81,0,79,0,81,0,75,0,79,0,77,0,49,0,87,0,57,0,78,0,79,0,27,Left Wing,LW,,,,,,,
