id,rank,overallRating,firstName,lastName,commonName,birthdate,height,skillMoves,weakFootAbility,preferredFoot,leagueName,weight,avatarUrl,shieldUrl,alternatePositions/0/id,alternatePositions/0/label,alternatePositions/0/shortLabel,alternatePositions/1/id,alternatePositions/1/label,alternatePositions/1/shortLabel,alternatePositions/2/id,alternatePositions/2/label,alternatePositions/2/shortLabel,playerAbilities/0/id,playerAbilities/0/label,playerAbilities/0/description,playerAbilities/0/imageUrl,playerAbilities/0/type/id,playerAbilities/0/type/label,playerAbilities/1/id,playerAbilities/1/label,playerAbilities/1/description,playerAbilities/1/imageUrl,playerAbilities/1/type/id,playerAbilities/1/type/label,playerAbilities/2/id,playerAbilities/2/label,playerAbilities/2/description,playerAbilities/2/imageUrl,playerAbilities/2/type/id,playerAbilities/2/type/label,playerAbilities/3/id,playerAbilities/3/label,playerAbilities/3/description,playerAbilities/3/imageUrl,playerAbilities/3/type/id,playerAbilities/3/type/label,playerAbilities/4/id,playerAbilities/4/label,playerAbilities/4/description,playerAbilities/4/imageUrl,playerAbilities/4/type/id,playerAbilities/4/type/label,playerAbilities/5/id,playerAbilities/5/label,playerAbilities/5/description,playerAbilities/5/imageUrl,playerAbilities/5/type/id,playerAbilities/5/type/label,gender/id,gender/label,nationality/id,nationality/label,nationality/imageUrl,team/id,team/label,team/imageUrl,team/isPopular,position/id,position/shortLabel,position/label,position/positionType/id,position/positionType/name,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/aggression/value,stats/aggression/diff,stats/balance/value,stats/balance/diff,stats/ballControl/value,stats/ballControl/diff,stats/composure/value,stats/composure/diff,stats/crossing/value,stats/crossing/diff,stats/curve/value,stats/curve/diff,stats/def/value,stats/def/diff,stats/defensiveAwareness/value,stats/defensiveAwareness/diff,stats/dri/value,stats/dri/diff,stats/dribbling/value,stats/dribbling/diff,stats/finishing/value,stats/finishing/diff,stats/freeKickAccuracy/value,stats/freeKickAccuracy/diff,stats/gkDiving/value,stats/gkDiving/diff,stats/gkHandling/value,stats/gkHandling/diff,stats/gkKicking/value,stats/gkKicking/diff,stats/gkPositioning/value,stats/gkPositioning/diff,stats/gkReflexes/value,stats/gkReflexes/diff,stats/headingAccuracy/value,stats/headingAccuracy/diff,stats/interceptions/value,stats/interceptions/diff,stats/longPassing/value,stats/longPassing/diff,stats/longShots/value,stats/longShots/diff,stats/pac/value,stats/pac/diff,stats/pas/value,stats/pas/diff,stats/penalties/value,stats/penalties/diff,stats/phy/value,stats/phy/diff,stats/positioning/value,stats/positioning/diff,stats/reactions/value,stats/reactions/diff,stats/sho/value,stats/sho/diff,stats/shortPassing/value,stats/shortPassing/diff,stats/shotPower/value,stats/shotPower/diff,stats/slidingTackle/value,stats/slidingTackle/diff,stats/sprintSpeed/value,stats/sprintSpeed/diff,stats/standingTackle/value,stats/standingTackle/diff,stats/vision/value,stats/vision/diff,stats/volleys/value,stats/volleys/diff,alternatePositions/0,playerAbilities/6/id,playerAbilities/6/label,playerAbilities/6/description,playerAbilities/6/imageUrl,playerAbilities/6/type/id,playerAbilities/6/type/label,team
225403,1035,78,İrfan Can,Kahveci,,7/15/1995 12:00:00 AM,176,3,3,2,Trendyol Süper Lig,75,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p225403.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/225403.png?width=265,18,Center Attacking Midfielder,CAM,14,Center Midfielder,CM,12,Right Midfielder,RM,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_4,Power Shot,Faster power shots with increased speed,https://drop-assets.ea.com/images/3ohVoKWSsvT44qgjabWqfV/e536ef26ad854c3c4cbf63ed7954b9cd/Power_Shot.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,trait1_4194304,First Touch,"Reduced trapping error, faster dribbling transition",https://drop-assets.ea.com/images/3f727XsoDVLbT49oMk0HBu/2787568be8ccb2d5daa2d18fabacad97/First_Touch.png,playStyle,Play Style,0,Men's Football,48,Turkey,https://drop-assets.ea.com/images/501PnaP87pzjR8dKEQ20OT/7f0fd5c896b732a094222cbf0560b4c2/f_48.png,326,Fenerbahçe,https://drop-assets.ea.com/images/3sfoNHvqDPqhM1PsEE1sNM/b9dcc82d0e2fba3efc8e8d0ed4c216a6/l326.png,false,23,RW,Right Wing,attack,Attack,74,0,77,0,61,0,68,0,66,0,68,0,85,0,82,0,75,0,82,0,85,0,58,0,56,0,80,0,81,0,74,0,80,0,13,0,14,0,15,0,15,0,10,0,52,0,62,0,79,0,85,0,73,0,81,0,58,0,67,0,76,0,74,0,77,0,81,0,82,0,56,0,72,0,61,0,79,0,71,0,,,,,,,,
235973,1036,78,Sebastian,Szymański,,5/10/1999 12:00:00 AM,174,3,2,2,Trendyol Süper Lig,60,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p235973.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/235973.png?width=265,14,Center Midfielder,CM,,,,,,,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_8,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",https://drop-assets.ea.com/images/1razu2wcM3XA82VvB7NyUm/eec6b07080e49d6bf2d7a7951a22375f/Dead_Ball.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,37,Poland,https://drop-assets.ea.com/images/2ldG0tWskgN4waD1fBmnk1/24cbe80f6af25d3ab745fd339b024988/f_37.png,326,Fenerbahçe,https://drop-assets.ea.com/images/3sfoNHvqDPqhM1PsEE1sNM/b9dcc82d0e2fba3efc8e8d0ed4c216a6/l326.png,false,18,CAM,Center Attacking Midfielder,midfielder,Midfielder,81,0,85,0,71,0,84,0,57,0,70,0,80,0,78,0,76,0,78,0,82,0,60,0,66,0,77,0,74,0,76,0,74,0,9,0,10,0,10,0,14,0,14,0,58,0,51,0,78,0,79,0,78,0,78,0,54,0,67,0,80,0,77,0,76,0,79,0,79,0,57,0,76,0,60,0,78,0,62,0,,,,,,,,
244261,1037,78,Lovro,Majer,,1/17/1998 12:00:00 AM,178,4,3,2,Bundesliga,76,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244261.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/244261.png?width=265,18,Center Attacking Midfielder,CAM,12,Right Midfielder,RM,,,,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,trait1_4194304,First Touch,"Reduced trapping error, faster dribbling transition",https://drop-assets.ea.com/images/3f727XsoDVLbT49oMk0HBu/2787568be8ccb2d5daa2d18fabacad97/First_Touch.png,playStyle,Play Style,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,10,Croatia,https://drop-assets.ea.com/images/4ZYNK06L8ZkJTrdtSby4NW/eb42cc852fc74ea3d3f5b8904fb5194f/f_10.png,175,VfL Wolfsburg,https://drop-assets.ea.com/images/4mw5u30yjPmzh9OVqKB0YV/ad59c24a84c9afb0a877046fadeb9c9e/l175.png,false,14,CM,Center Midfielder,midfielder,Midfielder,76,0,84,0,71,0,84,0,65,0,63,0,76,0,84,0,78,0,79,0,86,0,60,0,58,0,83,0,83,0,71,0,77,0,9,0,12,0,12,0,5,0,6,0,55,0,63,0,79,0,72,0,70,0,80,0,80,0,70,0,76,0,78,0,73,0,82,0,76,0,66,0,65,0,58,0,78,0,67,0,,,,,,,,
224158,1039,78,Sofyan,Amrabat,,8/21/1996 12:00:00 AM,183,3,2,1,LALIGA EA SPORTS,77,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p224158.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/224158.png?width=265,14,Center Midfielder,CM,5,Center Back,CB,,,,trait1_262144,Slide Tackle,Stops ball at feet during slide tackles,https://drop-assets.ea.com/images/7mI1lrxE0pv9iJfQFki9OA/8c1ecac325f923e049be72231c8c968a/Slide_Tackle.png,playStyle,Play Style,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,0,Men's Football,129,Morocco,https://drop-assets.ea.com/images/47SGeQ7STCrJZQSKOVJaHA/1aa24a57a60f85051e34a5ad8205771d/f_129.png,449,Real Betis,https://drop-assets.ea.com/images/4rODtg2WvYGHhUGfPXxilW/e047163865b561a0ced87f9f593498c1/l449.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,62,0,62,0,76,0,79,0,82,0,86,0,76,0,77,0,76,0,64,0,73,0,75,0,74,0,74,0,74,0,65,0,65,0,13,0,13,0,6,0,16,0,12,0,65,0,77,0,78,0,73,0,61,0,73,0,57,0,82,0,66,0,74,0,70,0,77,0,81,0,76,0,61,0,78,0,75,0,68,0,,,,,,,,
228413,1041,78,Emil,Audero,,1/18/1997 12:00:00 AM,192,1,3,1,Serie A Enilive,83,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p228413.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/228413.png?width=250,,,,,,,,,,trait2_4,Cross Claimer,"Unique punching animations, powerful punches, faster crosses coverage",https://drop-assets.ea.com/images/4Uvgm6UNiSz3say1zZqKDC/51837f53072d5e01063699f6d2b7401a/Cross_Claimer.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Men's Football,160,Indonesia,https://drop-assets.ea.com/images/7GhMFNxZ3NNeWrTN9DLvOB/20a882fac2468d8892ca6f281a4aad3c/f_160.png,111434,Cremonese,https://drop-assets.ea.com/images/5qGQiqAc43aS9qGMCgpOAT/60c44a125cdec67fa0bae64fb42aa10a/l111434.png,false,0,GK,Goalkeeper,defense,Defense,55,0,53,0,66,0,25,0,55,0,24,0,51,0,18,0,56,0,13,0,12,0,53,0,10,0,81,0,19,0,16,0,12,0,79,0,74,0,72,0,76,0,81,0,19,0,11,0,19,0,19,0,79,0,72,0,22,0,76,0,8,0,75,0,74,0,29,0,54,0,12,0,49,0,12,0,40,0,18,0,,,,,,,,
229659,1042,78,Bryan,Heynen,,2/6/1997 12:00:00 AM,183,3,4,1,1A Pro League,74,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p229659.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/229659.png?width=265,14,Center Midfielder,CM,,,,,,,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_16384,Jockey,"Faster Sprint Jockey, better transition speed",https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png,playStyle,Play Style,trait1_65536,Intercept,Increased reach and possession retention in interceptions,https://drop-assets.ea.com/images/5ysv7Iw8jDHl7sp1JXqIa7/d34004fed8c95bde083dcf8257391a70/Intercept.png,playStyle,Play Style,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,7,Belgium,https://drop-assets.ea.com/images/7eZLPoDDyxSlQoqcS4NVA2/6fc085dc7e85ccd7519be7ff2df875ee/f_7.png,673,KRC Genk,https://drop-assets.ea.com/images/2064Z9wPzJbjkzW3n9b4RQ/ef883d28dde3104b3bea959320b4597a/l673.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,60,0,70,0,72,0,91,0,73,0,76,0,70,0,81,0,82,0,67,0,74,0,73,0,77,0,76,0,73,0,74,0,68,0,7,0,12,0,6,0,8,0,10,0,67,0,71,0,76,0,70,0,60,0,75,0,71,0,78,0,75,0,81,0,73,0,79,0,75,0,66,0,60,0,74,0,78,0,77,0,,,,,,,,
234171,1043,78,Roland,Sallai,,5/22/1997 12:00:00 AM,183,4,4,1,Trendyol Süper Lig,79,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p234171.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/234171.png?width=265,18,Center Attacking Midfielder,CAM,3,Right Back,RB,23,Right Wing,RW,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Men's Football,23,Hungary,https://drop-assets.ea.com/images/7i3nOfE2sGJ9iku6pc1FjZ/eeaef3caa45bcbd92bfdd62705d3fa6f/f_23.png,325,Galatasaray,https://drop-assets.ea.com/images/6P5sN0m3ZRE23vjlT8gh5q/f7f9acf3a7be5ea12f889d93dbdfd48f/l325.png,false,12,RM,Right Midfielder,midfielder,Midfielder,77,0,76,0,74,0,78,0,70,0,77,0,76,0,80,0,65,0,75,0,58,0,63,0,65,0,79,0,81,0,75,0,45,0,7,0,5,0,11,0,14,0,9,0,59,0,61,0,64,0,65,0,77,0,71,0,62,0,74,0,78,0,75,0,71,0,76,0,69,0,60,0,77,0,65,0,75,0,68,0,,,,,,,,
235633,1044,78,Yehvann,Diouf,,11/16/1999 12:00:00 AM,190,1,3,1,Ligue 1 McDonald's,74,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p235633.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/235633.png?width=250,,,,,,,,,,trait2_1,Far Throw,Unique goalkeeper throw animations with longer throw distance,https://drop-assets.ea.com/images/3CjCz29sjIt1xMZTRDi4vQ/8ecb201b0ae7d6d536d03c847a768ffa/Far_Throw.png,playStyle,Play Style,trait2_4,Cross Claimer,"Unique punching animations, powerful punches, faster crosses coverage",https://drop-assets.ea.com/images/4Uvgm6UNiSz3say1zZqKDC/51837f53072d5e01063699f6d2b7401a/Cross_Claimer.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,0,Men's Football,136,Senegal,https://drop-assets.ea.com/images/5YFW1KnsSwDBZwtoXH9mTj/690bf685246b53efaf24d6f2de696eb3/f_136.png,72,OGC Nice,https://drop-assets.ea.com/images/zByYanPvcCULBfC8OITvN/a262863aa77bfb1551a403f5f9b49f28/l72.png,false,0,GK,Goalkeeper,defense,Defense,52,0,48,0,67,0,44,0,62,0,26,0,38,0,21,0,46,0,13,0,12,0,50,0,13,0,80,0,13,0,8,0,13,0,78,0,75,0,76,0,76,0,80,0,14,0,15,0,30,0,8,0,78,0,76,0,11,0,76,0,6,0,75,0,75,0,35,0,57,0,16,0,48,0,11,0,41,0,7,0,,,,,,,,
236480,1045,78,Yves,Bissouma,,8/30/1996 12:00:00 AM,182,3,3,1,Premier League,78,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p236480.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/236480.png?width=250,14,Center Midfielder,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Men's Football,126,Mali,https://drop-assets.ea.com/images/1S7vQpbRdNq76uQwGw08kj/10e04512a2ef37fa33678ee1bee5ad23/f_126.png,18,Spurs,https://drop-assets.ea.com/images/7kUcyCh5xGrzQlcjP2Q9NH/11aba507486f44765ee5938b1b5b097e/l18.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,65,0,73,0,74,0,74,0,74,0,76,0,77,0,79,0,79,0,65,0,62,0,76,0,76,0,79,0,80,0,58,0,75,0,12,0,8,0,8,0,12,0,8,0,65,0,78,0,78,0,75,0,66,0,74,0,58,0,74,0,69,0,77,0,66,0,80,0,78,0,75,0,67,0,77,0,74,0,65,0,,,,,,,,
248793,1047,78,Mats,Wieffer,,11/16/1999 12:00:00 AM,188,3,3,1,Premier League,78,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p248793.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/248793.png?width=265,14,Center Midfielder,CM,,,,,,,trait1_32768,Block,Increased reach and success in blocking,https://drop-assets.ea.com/images/2Rlftzr8lqUdI29suCQVWe/43c6c36e8bd5fa26b88478d4354611a2/Block.png,playStyle,Play Style,trait1_65536,Intercept,Increased reach and possession retention in interceptions,https://drop-assets.ea.com/images/5ysv7Iw8jDHl7sp1JXqIa7/d34004fed8c95bde083dcf8257391a70/Intercept.png,playStyle,Play Style,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,trait1_268435456,Bruiser,Stronger physical tackles,https://drop-assets.ea.com/images/7euMJ2jVypFrFPQesWuGGm/14019168b12faac1584a2920d5c2d5d9/Bruiser.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,34,Holland,https://drop-assets.ea.com/images/7LmdSUm2Ge4fzqcz0NElvq/d272142c80713dcf0e5ec0a47232aeee/f_34.png,1808,Brighton,https://drop-assets.ea.com/images/1mFLMjuFkxQjbRaTLKZ8Gm/277b9eb6d29d37064d1d82063b06f681/l1808.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,67,0,67,0,82,0,77,0,76,0,84,0,65,0,78,0,78,0,68,0,69,0,76,0,73,0,74,0,73,0,62,0,52,0,7,0,12,0,14,0,12,0,7,0,76,0,79,0,78,0,69,0,67,0,74,0,55,0,78,0,63,0,75,0,66,0,79,0,75,0,72,0,67,0,78,0,74,0,68,0,,,,,,,,
